,Shannon,Fisher,GBP,E2,E3,R2,R3,G1,G2,G3,Ig,Corr_MP2,Corr_CCSD,Corr_CCSD(T),E(0),E(CCSD),ECCS(T)
131,185.3467853,5998.857995,1137.474526,759.014527,26906.673,173.06207,183.322399,-87.73416355,64.25852489,215.888871,2.58532901,-3.339409858,-3.472615458,-3.644268165,-922.9531076,-926.4257231,-926.5973758
132,183.6250074,5996.279995,1136.894787,759.278848,26907.9565,173.092268,183.423124,-87.47938971,63.91546573,218.7347694,2.59764837,-3.343116398,-3.472837289,-3.643497416,-922.9623936,-926.4352309,-926.6058911
133,185.4879399,5999.212648,1137.453072,758.868189,26901.5702,173.059011,183.310329,-87.94083417,64.42621596,215.5425168,2.58454069,-3.347134868,-3.478056782,-3.65121837,-922.9370547,-926.4151114,-926.588273
134,185.670358,5999.506432,1137.576422,758.862224,26901.5798,173.041616,183.269568,-87.86502482,64.50810943,215.1099285,2.57451213,-3.346110469,-3.477544319,-3.650496647,-922.946336,-926.4238803,-926.5968326
135,183.8555105,5997.127737,1136.831532,759.091499,26902.9445,173.110516,183.492706,-88.09260909,64.60149467,218.5035038,2.60654448,-3.363059476,-3.488792555,-3.663289876,-922.9218663,-926.4106588,-926.5851562
136,183.5625267,5998.071739,1136.994331,759.181631,26902.9381,173.175434,183.676307,-88.28615518,64.59525557,218.3311692,2.64257547,-3.346396002,-3.47554356,-3.647429202,-922.9421709,-926.4177145,-926.5896001
137,183.8363538,5996.562743,1136.821929,759.14447,26903.7287,173.078588,183.397419,-87.73199326,64.3929316,218.6502907,2.58882756,-3.353174049,-3.480571051,-3.653268038,-922.9501432,-926.4307143,-926.6034112
138,183.6296221,5997.142746,1136.764558,759.099788,26901.8486,173.126266,183.524177,-88.1139874,64.6926861,218.7329486,2.61651341,-3.35593552,-3.482927987,-3.656121329,-922.94451,-926.427438,-926.6006313
139,184.950465,5998.796255,1137.242666,758.949141,26904.806,173.077855,183.380683,-88.05652075,64.39108023,216.3751224,2.59208623,-3.345108435,-3.475958485,-3.648561153,-922.9599889,-926.4359474,-926.6085501
140,184.726918,5997.811224,1137.10449,759.00909,26906.6041,173.070032,183.350963,-87.84736913,64.18157947,217.123028,2.5884199,-3.351342246,-3.480617384,-3.653705088,-922.9371538,-926.4177712,-926.5908589
141,183.4882765,5996.398011,1136.931344,759.280016,26906.2842,173.111492,183.472111,-87.5153775,64.00661239,218.7659163,2.61050464,-3.342178219,-3.471797794,-3.642393808,-922.9621584,-926.4339562,-926.6045522
142,183.326699,5996.422998,1136.94745,759.372813,26908.9173,173.121402,183.500323,-87.53288755,63.91624024,219.0015719,2.61449887,-3.340041161,-3.470351621,-3.640431508,-922.9651482,-926.4354998,-926.6055797
143,184.0636714,5997.422715,1136.882522,759.132011,26906.1179,173.118188,183.506808,-88.14036469,64.43656846,218.328045,2.61130371,-3.353114135,-3.481554686,-3.654791041,-922.9370435,-926.4185982,-926.5918345
144,183.9829083,5997.323623,1136.973496,759.260807,26912.0328,173.098591,183.43535,-87.84907635,64.01145921,218.2262843,2.60261074,-3.346121657,-3.475582645,-3.647232152,-922.9685033,-926.444086,-926.6157355
145,185.1533326,5996.732835,1137.182421,758.966217,26904.354,172.995575,183.116737,-87.11052287,63.80714619,216.8062535,2.54981902,-3.348739764,-3.479422356,-3.651647559,-922.9457344,-926.4251568,-926.597382
146,184.4537319,5996.782356,1137.040059,759.077735,26903.6191,173.045586,183.30691,-87.52248054,64.02316954,217.7765985,2.57058972,-3.355206892,-3.483361723,-3.65663582,-922.9278372,-926.411199,-926.5844731
147,185.1643505,5999.385956,1137.322729,758.852566,26899.0326,173.09551,183.435223,-88.23603623,64.91235516,216.0350475,2.60196743,-3.348587239,-3.479339989,-3.652754728,-922.9392361,-926.4185761,-926.5919909
148,184.8840882,5997.765452,1137.200825,758.960443,26901.1155,173.047159,183.280417,-87.65248865,64.47955911,216.7859761,2.57653017,-3.349424306,-3.479522862,-3.652321572,-922.9418244,-926.4213473,-926.594146
149,183.7224241,5997.039631,1137.126877,759.311071,26906.9649,173.12425,183.510518,-87.5881553,64.02230102,218.2142446,2.61684746,-3.333801001,-3.466002804,-3.635502348,-922.958948,-926.4249508,-926.5944504
150,182.8375667,5995.846148,1136.617623,759.383347,26909.9973,173.123953,183.527179,-87.80257581,63.91735038,220.0871096,2.61187908,-3.355746358,-3.481966532,-3.654208861,-922.9512192,-926.4331857,-926.6054281
151,184.4234628,5996.12563,1136.757478,758.920365,26898.6693,173.033984,183.253554,-87.57543153,64.52105212,218.2618102,2.56642246,-3.365158451,-3.491931477,-3.666574264,-922.9307454,-926.4226768,-926.5973196
152,183.7679357,5995.890562,1136.940616,759.238056,26906.4636,173.068138,183.342912,-87.27500753,63.77268302,218.6284526,2.58646995,-3.346866933,-3.47610697,-3.647277132,-922.9462633,-926.4223702,-926.5935404
153,184.4720741,5997.929059,1136.847964,758.853503,26898.6532,173.086695,183.421177,-88.29054714,64.3378558,217.6241389,2.593694,-3.363442026,-3.489642713,-3.664692857,-922.9355174,-926.4251601,-926.6002103
154,185.0879314,5997.085017,1136.848388,758.716941,26893.7581,173.003784,183.17129,-87.76437964,64.75830704,217.0766751,2.54888882,-3.369563127,-3.495647827,-3.671319125,-922.943102,-926.4387498,-926.6144211
155,185.208429,5998.547129,1137.28992,758.878422,26901.7639,173.054133,183.300894,-87.84072926,64.45771912,216.0910267,2.580363,-3.346456635,-3.477917649,-3.650527628,-922.9509521,-926.4288698,-926.6014798
156,184.4587182,5996.902253,1137.267396,759.165824,26903.5874,173.051581,183.282335,-87.15245732,64.10453779,217.2397985,2.57942734,-3.335401819,-3.46753428,-3.637337523,-922.9699027,-926.4374369,-926.6072402
157,183.9224627,5995.404742,1136.73032,759.15921,26906.2597,173.04298,183.275915,-87.31174986,63.78899831,218.9533811,2.57157569,-3.356805471,-3.484072221,-3.656833872,-922.9449301,-926.4290024,-926.601764
158,185.9534112,5999.58627,1137.345414,758.640859,26894.8367,173.03623,183.261014,-88.24532864,65.13968375,215.163691,2.56979182,-3.356933687,-3.487013181,-3.662274017,-922.9388246,-926.4258378,-926.6010987
159,185.0599999,6000.095282,1137.409538,758.895777,26899.4105,173.128061,183.521877,-88.47746696,64.99599656,215.818231,2.62109977,-3.344509287,-3.475844213,-3.648796954,-922.9488969,-926.4247411,-926.5976939
160,183.7523617,5995.614767,1136.712033,759.1642,26905.03,173.065287,183.344389,-87.4962688,64.0302559,219.1646944,2.58313325,-3.357920274,-3.485172568,-3.65825564,-922.9304201,-926.4155926,-926.5886757
161,185.4578628,5997.861545,1137.013572,758.63602,26892.617,173.004782,183.168742,-87.8531829,64.93669295,216.3603797,2.55148566,-3.365751903,-3.492965463,-3.668628812,-922.9306219,-926.4235874,-926.5992507
162,185.0330636,5998.264507,1137.082475,758.844956,26899.9783,173.05798,183.321429,-88.06917046,64.73413586,216.7265284,2.58113833,-3.358395661,-3.486744738,-3.661164541,-922.9447847,-926.4315294,-926.6059492
163,184.8779672,5999.245036,1137.165554,758.896036,26902.9565,173.107049,183.475425,-88.44881739,64.62855489,216.523252,2.60694387,-3.354748902,-3.48398909,-3.658057701,-922.9427864,-926.4267755,-926.6008441
164,184.6177886,5997.373373,1137.115181,759.071779,26906.891,173.046111,183.277399,-87.6249424,64.0645925,217.4120258,2.57547546,-3.353051082,-3.48214178,-3.655316026,-922.9356276,-926.4177694,-926.5909437
165,182.852201,5994.657244,1136.452953,759.24634,26902.318,173.094073,183.456896,-87.4334105,64.33194205,220.3606545,2.59667816,-3.366313334,-3.488971327,-3.662628224,-922.9242746,-926.4132459,-926.5869028
166,184.274447,5998.182129,1137.039109,759.056268,26902.6126,173.103596,183.447474,-88.11928636,64.58358324,217.4164056,2.60607008,-3.349257373,-3.478271695,-3.65092297,-922.9561222,-926.4343939,-926.6070452
167,185.0654383,5999.025266,1137.163043,758.849562,26898.5497,173.058999,183.328755,-88.2362057,64.9963713,216.3627456,2.58056429,-3.356610315,-3.48507599,-3.659447901,-922.9491805,-926.4342565,-926.6086284
168,183.0730948,5996.490118,1136.880572,759.40554,26908.9935,173.158477,183.616615,-87.75026047,63.93323358,219.3655096,2.63405436,-3.34154211,-3.470962902,-3.641391658,-922.9452973,-926.4162602,-926.586689
169,183.0017066,5996.558846,1136.920879,759.396624,26906.9506,173.149342,183.587126,-87.64031211,64.13717571,219.1864171,2.62944786,-3.339278292,-3.468909488,-3.638643565,-922.973217,-926.4421265,-926.6118606
170,185.4853223,5999.343422,1137.356528,758.828322,26902.4442,173.066686,183.346597,-88.20782722,64.1609801,215.7631947,2.58674524,-3.351930018,-3.482408029,-3.656454589,-922.9339416,-926.4163497,-926.5903962
171,185.4374363,5998.977455,1137.419178,758.86707,26900.7933,173.057067,183.307749,-87.84983283,64.55908109,215.6581923,2.58261857,-3.34473161,-3.476871542,-3.649465089,-922.9484253,-926.4252968,-926.5978903
172,184.7900611,5998.445573,1137.330776,758.989188,26899.0473,173.077649,183.370847,-87.75258324,64.71992428,216.5483321,2.59260449,-3.34427817,-3.475526077,-3.647373639,-922.950156,-926.4256821,-926.5975297
173,185.7084281,5999.630341,1137.376536,758.637314,26891.4427,173.054431,183.300942,-88.14963791,65.39216615,215.146271,2.58184239,-3.353343532,-3.483357394,-3.657701084,-922.9451581,-926.4285155,-926.6028592
174,185.3787476,5999.469067,1137.330008,758.831442,26900.2171,173.076807,183.376715,-88.22036303,64.86075759,215.8169137,2.59251978,-3.354285633,-3.483553772,-3.657915644,-922.9344254,-926.4179791,-926.592341
175,185.3998908,6000.319474,1137.24655,758.806913,26902.3169,173.103426,183.467316,-88.78173202,65.02425844,215.7357109,2.60493809,-3.35767514,-3.487140869,-3.662401403,-922.9343308,-926.4214717,-926.5967322
176,183.8283191,5997.750952,1137.079745,759.212097,26903.9118,173.134828,183.54465,-87.9665994,64.51118069,217.9762907,2.62238211,-3.341608547,-3.471859467,-3.642929762,-922.9557996,-926.427659,-926.5987293
177,183.1442613,5996.273347,1136.768298,759.300879,26905.2884,173.126548,183.528908,-87.81200661,64.33126863,219.4848375,2.61482465,-3.350237474,-3.478005065,-3.649764073,-922.9499891,-926.4279941,-926.5997532
178,185.2696679,5997.68905,1137.220736,758.848205,26897.4615,173.020748,183.205214,-87.51748378,64.57375933,216.3498887,2.56173797,-3.346520279,-3.477491894,-3.649917653,-922.9574565,-926.4349483,-926.6073741
179,185.4980814,5999.495217,1137.301876,758.750348,26898.8894,173.076719,183.376641,-88.27031215,64.87754167,215.7124214,2.59239097,-3.351678899,-3.482194813,-3.656340171,-922.9396147,-926.4218095,-926.5959549
180,183.3821564,5996.151502,1136.477032,759.057489,26899.013,173.108273,183.485345,-88.0275322,64.78220289,219.4997776,2.60478872,-3.368216808,-3.492349096,-3.666927251,-922.9547103,-926.4470594,-926.6216376
181,184.0057714,5997.207372,1137.119636,759.178671,26902.7302,173.099468,183.432684,-87.59724302,64.45021891,217.9136934,2.60416725,-3.34165499,-3.47259614,-3.643592979,-922.9492979,-926.421894,-926.5928909
182,184.3403703,5996.465024,1136.793497,758.931613,26897.8959,173.028838,183.249053,-87.63827675,64.55467073,218.0439951,2.56187612,-3.362476202,-3.488981645,-3.663184764,-922.9481319,-926.4371135,-926.6113166
183,184.1684779,5996.003957,1136.665224,758.912274,26896.0663,173.030433,183.246696,-87.56452413,64.68484745,218.5184001,2.56317606,-3.366095033,-3.491458295,-3.665962045,-922.9517479,-926.4432062,-926.6177099
184,184.7472805,5997.502247,1137.030577,758.841345,26895.0804,173.056958,183.317793,-87.7714881,64.76691672,217.1302385,2.57995725,-3.357925483,-3.485993848,-3.660049042,-922.930677,-926.4166708,-926.590726
185,185.8836519,5999.112574,1137.364625,758.694225,26895.8773,173.018299,183.198555,-87.93643394,64.85649268,215.2253321,2.56103972,-3.353491651,-3.484056438,-3.658287752,-922.9423761,-926.4264326,-926.6006639
186,185.5205269,5999.302547,1137.379963,758.853467,26901.5712,173.065739,183.345002,-88.05562596,64.72421634,215.647367,2.58611927,-3.348179378,-3.479875975,-3.653157522,-922.9449777,-926.4248537,-926.5981352
187,183.9845052,5997.516617,1137.021759,759.123221,26904.292,173.115337,183.486462,-87.91998962,64.37579565,217.9840121,2.61197129,-3.349957841,-3.478514195,-3.650933648,-922.9420937,-926.4206079,-926.5930273
188,183.6022452,5998.105513,1137.236876,759.313669,26904.8637,173.165366,183.627181,-87.9417027,64.5370072,217.9707148,2.64060123,-3.33409648,-3.465670962,-3.635615066,-922.9592259,-926.4248968,-926.594841
189,185.5100506,5999.578385,1137.428905,758.877678,26904.7281,173.077954,183.366984,-88.13866456,64.36192505,215.4794897,2.59459828,-3.343881409,-3.476098654,-3.648840132,-922.9464884,-926.422587,-926.5953285
190,184.5235314,5997.553522,1137.092705,758.993496,26898.5937,173.073013,183.367564,-87.66776031,64.71537573,217.3074407,2.58890407,-3.349153581,-3.478543656,-3.651083014,-922.9422975,-926.4208411,-926.5933805
191,184.4170456,5996.913345,1136.71876,758.900071,26902.1403,173.037265,183.279046,-87.91335314,64.42810266,217.867946,2.56762699,-3.37127643,-3.495350286,-3.671193392,-922.9344114,-926.4297617,-926.6056048
192,184.3369544,5996.546477,1136.870986,758.981079,26898.9338,173.039614,183.262732,-87.53937158,64.49209898,217.9542497,2.5696953,-3.354000281,-3.482857495,-3.655649629,-922.9564245,-926.439282,-926.6120741
193,183.7281721,5996.049076,1136.940688,759.258983,26906.0066,173.087059,183.40155,-87.32853574,63.89870508,218.6578008,2.59600111,-3.340867292,-3.471685104,-3.641910831,-922.9579967,-926.4296818,-926.5999075
194,185.7072686,5998.021978,1137.450745,758.78607,26895.2381,173.001899,183.142961,-87.32691856,64.60267408,215.561696,2.55306447,-3.346570449,-3.478504412,-3.651131854,-922.9376342,-926.4161386,-926.588766
195,185.9362011,6000.024058,1137.192539,758.543233,26892.6225,173.059666,183.348864,-88.65423463,65.51816341,215.411365,2.57977352,-3.365894851,-3.493816688,-3.670623517,-922.9302932,-926.4241099,-926.6009167
196,184.9505515,5998.190767,1137.029503,758.832434,26897.9296,173.0731,183.365048,-88.11649387,64.79760385,216.9282188,2.58920151,-3.354786507,-3.484071817,-3.657981343,-922.9461597,-926.4302315,-926.604141
197,185.3035205,5996.990843,1137.007651,758.800142,26899.271,172.98634,183.112639,-87.51060859,64.35759917,216.8783864,2.54039032,-3.358346065,-3.488114605,-3.662267517,-922.9360317,-926.4241463,-926.5982992
198,184.3624947,5996.953021,1136.804586,758.99942,26901.4128,173.051788,183.314448,-87.88503158,64.62659568,218.0462,2.57398654,-3.361866531,-3.488882188,-3.663137695,-922.9448447,-926.4337269,-926.6079824
199,183.0568997,5996.489819,1136.835221,759.36205,26907.8324,173.142432,183.57023,-87.76406974,63.98562274,219.4322721,2.62504432,-3.345319258,-3.474060539,-3.64508493,-922.9479458,-926.4220063,-926.5930307
200,183.5783623,5995.585891,1136.846115,759.233937,26903.3728,173.079717,183.373782,-87.27467596,64.15019425,219.1418617,2.59221244,-3.345937374,-3.47560272,-3.646530031,-922.9493615,-926.4249642,-926.5958915
201,185.1087925,5998.227432,1137.206546,758.879183,26900.2699,173.051435,183.300755,-87.80610806,64.44775077,216.4030047,2.57733542,-3.348323209,-3.478794421,-3.651659993,-922.9529989,-926.4317933,-926.6046588
202,185.4017532,5998.384291,1137.428764,758.895053,26899.2552,173.036736,183.251797,-87.60241311,64.54284007,215.8894223,2.57119434,-3.346328898,-3.477669575,-3.650306521,-922.9389033,-926.4165729,-926.5892099
203,183.2230603,5995.974764,1136.974405,759.385984,26906.3322,173.119866,183.495779,-87.3177967,63.94606562,219.1571476,2.61414704,-3.33686779,-3.467398658,-3.636737557,-922.9584674,-926.4258661,-926.595205
204,184.0837727,5997.70971,1136.862086,759.032229,26902.2553,173.105585,183.465689,-88.16790468,64.65622154,217.9579045,2.60551073,-3.359943302,-3.486936655,-3.661101091,-922.9367572,-926.4236938,-926.5978583
205,183.323641,5995.601025,1136.842633,759.297863,26904.4934,173.112365,183.476776,-87.28706743,64.03695737,219.425224,2.61002637,-3.342168781,-3.472400901,-3.642770347,-922.9373596,-926.4097605,-926.5801299
207,184.6438499,5998.292667,1137.246271,759.010491,26901.5243,173.089309,183.403799,-87.87936466,64.41942471,216.8423952,2.59924995,-3.344015152,-3.474795756,-3.646822082,-922.9506138,-926.4254096,-926.5974359
208,185.5017187,5997.867403,1137.14161,758.697142,26894.3081,172.996695,183.146749,-87.64046017,64.85537207,216.0839815,2.54656659,-3.360612879,-3.489098872,-3.663862228,-922.9372136,-926.4263124,-926.6010758
209,184.2071965,5997.719295,1136.833095,758.985727,26900.9314,173.094099,183.449198,-88.20764449,64.9029927,217.8439763,2.59803496,-3.364857971,-3.489789556,-3.664873565,-922.9394181,-926.4292076,-926.6042917
210,184.0765199,5996.814511,1137.036067,759.164352,26907.6785,173.085145,183.399032,-87.53557451,63.78707322,218.0346581,2.59532436,-3.345690357,-3.475962898,-3.647519664,-922.9461549,-926.4221178,-926.5936746
211,185.1796035,5998.030608,1137.198032,759.008369,26912.2726,173.033031,183.24223,-87.7861688,63.49532996,216.6337567,2.56757339,-3.352436989,-3.481879539,-3.655225191,-922.9498741,-926.4317537,-926.6050993
212,184.4667724,5997.154467,1137.05399,759.014118,26899.6622,173.067199,183.352079,-87.60966356,64.45737422,217.6223281,2.58502485,-3.347397287,-3.477347838,-3.649609937,-922.9519588,-926.4293066,-926.6015687
213,183.0621191,5994.451761,1136.666696,759.443842,26912.0397,173.070179,183.343135,-87.00346012,63.24474902,220.1629159,2.58663534,-3.348733911,-3.476760162,-3.64727632,-922.9595046,-926.4362648,-926.6067809
214,184.2648472,5997.084162,1136.933552,759.061863,26905.3114,173.072919,183.366529,-87.74401791,63.55268315,217.8532814,2.5882561,-3.353534303,-3.481913071,-3.654817147,-922.9543666,-926.4362796,-926.6091837
215,183.8064086,5995.855216,1137.022476,759.229967,26903.0741,173.076191,183.367964,-87.11265164,63.94211861,218.5712204,2.59074943,-3.338575906,-3.469569609,-3.639635223,-922.9511829,-926.4207525,-926.5908181
216,184.6479748,5999.405404,1137.249829,758.946298,26899.0936,173.135365,183.546252,-88.40916591,65.0108719,216.5841097,2.62330851,-3.346029595,-3.476555874,-3.649392652,-922.9455839,-926.4221398,-926.5949765
217,184.8185609,5998.2533,1137.264159,759.023675,26905.8119,173.078522,183.381275,-87.81318671,64.16109698,216.6836522,2.59298882,-3.346868937,-3.477451914,-3.649966223,-922.9460263,-926.4234783,-926.5959926
218,184.8496013,5998.171438,1136.979401,758.83553,26897.2368,173.047508,183.30441,-88.10189095,65.01112362,216.937033,2.57325522,-3.367314087,-3.493140677,-3.668787197,-922.9358409,-926.4289815,-926.6046281
